670,2/15/00,MXN/USD,9.3875
671,2/15/00,ZAR/USD,6.355
672,2/15/00,SGD/USD,1.696
673,2/15/00,DKK/USD,7.5743
674,2/15/00,JPY/USD,108.75
675,2/15/00,MYR/USD,3.8
676,2/15/00,NOK/USD,8.2515
677,2/15/00,SEK/USD,8.68
678,2/15/00,LKR/USD,73.75
679,2/15/00,CHF/USD,1.633
680,2/15/00,TWD/USD,30.75
681,2/15/00,THB/USD,37.52
682,2/16/00,AUD/USD,1.587
683,2/16/00,EUR/USD,1.0161
684,2/16/00,NZD/USD,2.0412
685,2/16/00,GPB/USD,0.6234
686,2/16/00,BRL/USD,1.775
687,2/16/00,CAD/USD,1.452
688,2/16/00,CNY/USD,8.2777
689,2/16/00,HKD/USD,7.7814
690,2/16/00,INR/USD,43.75
691,2/16/00,KRW/USD,1126.0
692,2/16/00,MXN/USD,9.3715
693,2/16/00,ZAR/USD,6.3375
694,2/16/00,SGD/USD,1.7033
695,2/16/00,DKK/USD,7.567
696,2/16/00,JPY/USD,109.38
697,2/16/00,MYR/USD,3.8
698,2/16/00,NOK/USD,8.239
699,2/16/00,SEK/USD,8.6695
700,2/16/00,LKR/USD,73.41
701,2/16/00,CHF/USD,1.6302
702,2/16/00,TWD/USD,30.72
703,2/16/00,THB/USD,37.7
704,2/17/00,AUD/USD,1.5823
705,2/17/00,EUR/USD,1.0139
706,2/17/00,NZD/USD,2.0255
707,2/17/00,GPB/USD,0.6231
708,2/17/00,BRL/USD,1.777
709,2/17/00,CAD/USD,1.4522
710,2/17/00,CNY/USD,8.2772
711,2/17/00,HKD/USD,7.7815
712,2/17/00,INR/USD,43.68
713,2/17/00,KRW/USD,1128.0
714,2/17/00,MXN/USD,9.398
715,2/17/00,ZAR/USD,6.325
716,2/17/00,SGD/USD,1.706
717,2/17/00,DKK/USD,7.555
718,2/17/00,JPY/USD,110.27
719,2/17/00,MYR/USD,3.8
720,2/17/00,NOK/USD,8.285
